,Tweets,len,ID,Date,Source,Likes,RTs,User Location,Geo,Coordinates
48,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065238198945755136,2018-11-21 13:39:12,Twitter for iPhone,0,46,Rio de Janeiro,,
49,"@RenovaMidia O Senhor ex presidente! Vai para o INFERNO junto com o seu amigo LULA,MST e leva junto a DILMA o Boulos a Manuela o Haddad a Gleise e todos os FDP COMUNISTA!😎🤘",172,1065238166813188097,2018-11-21 13:39:04,Twitter Lite,0,1,Paulínia -SP 🇧🇷,,
50,"@RenovaMidia O Senhor ex presidente! Vai para o INFERNO junto com o seu amigo LULA,MST e leva junto a DILMA o Boulos a Manuela o Haddad a Gleise e todos os FDP COMUNISTA!😎🤘",172,1065238113822359552,2018-11-21 13:38:52,Twitter Lite,1,1,Paulínia -SP 🇧🇷,,
51,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065230731054600193,2018-11-21 13:09:31,Twitter for Android,0,46,"Maceió, Brasil",,
52,@gleisi Mandetta está envolvido em um assassinato de índio Isso jamais aconteceria no governo social democrata de Fernando Haddad e Manuela D'Ávila #Resistencia https://t.co/4GjYTHHljX,184,1065227880773373952,2018-11-21 12:58:12,Twitter for Android,3,0,,,
53,@wesleymir Manuela D'Ávila e Haddad tbm não foram mais vistos em missas ou cultos religiosos.,93,1065222344086560768,2018-11-21 12:36:12,Twitter for Android,15,1,Cuiabá-MT,,
54,"@xicograziano Cada um, faz aliança com quem mais se identifica. Talvez seja a razão de ter perdido as eleições, de maneira vexatória,  no Estado de Minas Gerais e o Haddad e a Manuela,  no Brasil. Continuem assim, que o diabo irá completar o serviço.",250,1065216033215193089,2018-11-21 12:11:07,Twitter for Android,0,0,,,
55,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065215511984828416,2018-11-21 12:09:03,Twitter for iPhone,0,46,,,
56,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065213133948690432,2018-11-21 11:59:36,Twitter for iPad,0,46,"Niterói, Brasil",,
57,"@gabsurda_ @estebantavares poxa, ele podia falar; gente fui engando pelo Andrade e pela Manuela Davila , foi mau ai. Imagina se haddad ganha eleiçao?? ele ia pra cadeia e mauela davila ia assumir ai nois ia ter outra dimal",222,1065208295974207489,2018-11-21 11:40:23,Twitter Web Client,0,0,"São Paulo, Capão Redondo",,
58,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065206363071107072,2018-11-21 11:32:42,Twitter for Android,0,46,"São Paulo, Brasil",,
59,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065205777164627968,2018-11-21 11:30:22,Twitter for Android,0,46,Brasil,,
60,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065205544682700800,2018-11-21 11:29:27,Twitter for Android,0,46,Congresso,,
61,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065205321700913152,2018-11-21 11:28:33,Twitter Web Client,0,46,"Catalão, Brasil",,
62,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065204150961651713,2018-11-21 11:23:54,Twitter for Android,0,46,"Ribeirão Preto, Brasil",,
63,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065203265955078145,2018-11-21 11:20:23,Twitter for iPhone,0,46,,,
64,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065203190872854528,2018-11-21 11:20:05,Twitter for Android,0,46,,,
65,"O Nordeste vai salvar o Brasil de novo! Na Bahia é assim, banho de povo no Haddad e na Manuela D'Avila...    ""Chama que o povo quer!, chama que o 13 dá jeito. É o Brasil feliz de novo!"" #HaddadPresidente13 #HaddadÉLula #LulaLivre https://t.co/DypRvdHE59",253,1065200811645513729,2018-11-21 11:10:38,Twitter Lite,0,944,Bahia. Brasil,,
66,"@DonSergiones @Haddad_Fernando Suas palavras ""Estarei sempre com Lula, Haddad, Manuela e Boulos"" Me diz a escola q vc da aula pra gente não matricular os nossos filhos, fico preocupado e com pena dos seus alunos! Vc deve ser professor de ""Corrupção Conteporânea"", ou ""Introdução a Invasão de Propriedades""!",306,1065200329812258817,2018-11-21 11:08:43,Twitter Web Client,0,0,"São José dos Campos, Brasil",,
